tcp.analysis.ack_rtt,ip.dsfield.ecn,throughput
0.000166062,1,4032736.049
0.000282452,0,4547417.889
4.3e-05,1,226778.0691
0.000153933,1,5616407.073
0.000242406,1,7054570.609
1.29e-05,0,1760407.402
0.000175076,0,160617.3856
2.08e-05,1,231287.1771
0.000159923,1,4481585.096
2.19e-05,1,282061.1807
2.11e-05,1,180936.4463
1.16e-05,0,200633.4945
1.73e-05,0,94487.26478
0.000168795,1,4115166.189
0.000255916,1,7150944.525
0.00032814,1,8637774.574
1.45e-05,0,118725.8088
0.000156716,1,4383996.141
0.000154866,0,114632.875
2.49e-05,1,159870.8507
0.000135828,1,5628485.368
0.000214845,1,7883270.169
2.07e-05,1,1616581.653
1.11e-05,0,452696.7522
0.000166491,0,139924.9707
2.07e-05,1,1001241.659
2.06e-05,1,1529658.501
1.97e-05,1,646552.7905
2.02e-05,1,494566.458
1.44e-05,0,315738.8811
1.68e-05,0,129130.7587
2.03e-05,1,335415.3141
0.000128858,1,5739573.895
0.000203064,1,8388608.0
2.05e-05,1,554266.3482
1.25e-05,0,126237.9588
9.17e-06,0,1232383.145
2.03e-05,1,506335.0157
2.03e-05,1,388257.7802
1.97e-05,1,1246901.237
1.98e-05,1,1115620.501
1.57e-05,0,115850.2046
9.17e-05,0,1942625.011
2.06e-05,1,335329.3653
2.11e-05,1,1291191.759
2.07e-05,1,143418.5816
0.000125267,1,5989120.586
1.19e-05,0,1264036.822
1.03e-05,0,194638.1185
1.99e-05,1,271865.1393
2.47e-05,1,221819.281
0.000152701,1,4873828.112
4.58e-05,1,3112063.848
1.31e-05,0,504233.2678
0.000187789,0,114019.0759
2.36e-05,1,732711.561
2.04e-05,1,1120396.274
2.12e-05,1,150442.3576
0.000142283,1,5152058.457
6.71e-05,0,2101131.416
1.5e-05,0,90354.65165
0.000175298,1,3888923.768
0.000264172,1,7035606.71
0.00034005,1,8204531.962
4.4e-05,1,2964038.161
0.000179792,0,389413.1373
4.93e-05,1,134729.0073
0.000160939,0,4721945.655
2.1e-05,1,185108.2606
3.54e-05,1,451872.5304
0.000192751,1,3959524.502
1.5e-05,0,354108.1727
3.64e-05,1,111126.2609
0.000137768,0,5198573.972
0.000241305,1,6016656.772
3.95e-05,1,3565729.831
4.74e-05,1,172516.3599
1.27e-05,0,1085052.676
1.55e-05,0,81415.84912
0.000174444,1,3923906.591
4.68e-05,1,815595.4179
0.000162528,1,5385279.21
4.39e-05,1,323036.9904
9.7e-06,0,355643.5703
5.04e-05,1,145402.5387
