Iteration,Train Loss Std
0,0.30879591286596486
1,0.3049089244383705
2,0.2963510441338659
3,0.2853306653250685
4,0.2687511519204649
5,0.2506625195158986
6,0.22619131744228743
7,0.2015431572827822
8,0.17172120439408942
9,0.14769785948236794
10,0.13789922626765513
11,0.1640806156915846
12,0.24529624685229098
13,0.37534665540840195
14,0.5956742899314209
15,0.8412665058417097
16,1.0366528171559581
17,1.1421725996011538
18,1.1972413642361242
