Iteration,Mean Train Loss
0,1.8942026549577713
1,1.7356807047128677
2,1.4007669270783663
3,0.9012858072668314
4,0.750450660660863
5,0.756573957875371
6,0.7504787151701748
7,0.7441176716797053
8,0.739197271745652
9,0.7383715672791005
10,0.7283131210878492
11,0.7339708325639367
12,0.7404933406412602
13,0.7380809105560183
14,0.740684210266918
15,0.7429088635370136
16,0.7378149378485978
17,0.7440824967250228
18,0.7744594382680953
19,0.7346506796590984
