Iteration,Mean Train Loss
0,2.60054882645607
1,2.5848412704467774
2,2.5537556409835815
3,2.508144006729126
4,2.4466500741243364
5,2.370305946469307
6,2.2764819818735123
7,2.16637952208519
8,2.035681740641594
9,1.8862064057588577
10,1.7128286153078078
11,1.5220528590679168
12,1.3144806697964668
13,1.119441441297531
14,0.9751297190785408
15,0.9469346351921558
16,0.9677742600813508
17,0.966722112223506
18,0.9514163024351001
