Iteration,Mean Train Loss
0,1.726324391067028
1,1.6573092547059058
2,1.5285049326717854
3,1.3643455389142036
4,1.1758803230524064
5,0.9877553158998489
6,0.8538722144812345
7,0.797788933813572
8,0.8135613339021802
9,0.8149227782338858
10,0.8101747009158135
11,0.8072771659493446
12,0.8005543180182576
13,0.7997390814125538
14,0.7947561353072524
15,0.8135579833760858
16,0.7940604793652892
17,0.7950260419398546
18,0.7815117066912353
19,0.7888521325960756
