Iteration,Train Loss Std
0,0.21562914126817825
1,0.22254560160763612
2,0.2413208037720812
3,0.2615019977153723
4,0.3234542707428894
5,0.3777820206784268
6,0.550474276861538
7,0.6513844687694412
8,0.8698840585955396
9,0.8769680314310655
10,0.9062539299631555
11,0.8856392728987398
12,0.8926670460264883
13,0.8691685758596702
14,0.8727319657945336
15,0.8639381748056731
16,0.8729276425000879
17,0.8454700587751905
18,0.8438489684094073
19,0.8168278468015958
