Iteration,Train Loss Std
0,0.25985075840908795
1,0.2791071926340852
2,0.3157310300526871
3,0.4711117345692926
4,0.8176116702142728
5,0.8941359272028152
6,0.8855221350625693
7,0.8616952534973352
8,0.8248455352032876
9,0.8009827925452111
10,0.7557355434046341
11,0.7980209968079163
12,0.7867307303255021
13,0.7893101592300416
14,0.7792093575619731
15,0.7304538617648396
16,0.8369559074851528
17,0.9120365076281748
18,0.8505467470570535
19,0.6889586362494559
