Iteration,Train Loss Std
0,0.9197729932597875
1,0.9190685787727915
2,0.9176607846642514
3,0.9164037978034993
4,0.9141379504305553
5,0.9124081554084773
6,0.9093058192000882
7,0.9071847969643252
8,0.9033408801668009
9,0.9009624835939746
10,0.8965301188082317
11,0.8940814989692819
12,0.8892743611193427
13,0.8870052089281809
14,0.8821167572820274
15,0.8803670926599614
16,0.8758193248425141
17,0.8750869447714972
18,0.8715432943228095
19,0.8726252471210013
